battery,camera,display,memory,name,price,processor,rating,reviews,warranty,,,,,,
3765 mAh Battery,48MP + 5MP | 16MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,4 GB RAM | 128 GB ROM,"Realme X (Space Blue, 128 GB)",17999,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,4.5,"13,219 Reviews",In-display Fingerprint Sensor,,,,,,
3765 mAh Battery,48MP + 5MP | 16MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,"Realme X (Space Blue, 128 GB)",20999,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,4.5,"5,073 Reviews",In-display Fingerprint Sensor,,,,,,
5000 mAh Lithium-ion Battery,48MP + 8MP + 5MP + 5MP | 20MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A31 (Prism Crush Blue, 128 GB)",20999,MediaTek (MT6768) Octa Core Processor,4.3,360 Reviews,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,,,,,,
4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.75 cm (6.2 inch) HD+ Display,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"Nokia 2.3 (Sand, 32 GB)",8890,MediaTek Helio A22 Processor,4.1,82 Reviews,1 Year Warranty on Phone,,,,,,
4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.75 cm (6.2 inch) HD+ Display,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"Nokia 2.3 (Charcoal, 32 GB)",8898,MediaTek Helio A22 Processor,4.1,82 Reviews,1 Year Warranty on Phone,,,,,,
5000 mAh Lithium-ion Battery,13MP + 5MP + 2MP | 8MP Front Camera,16.26 cm (6.4 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy M11 (Violet, 64 GB)",13984,Qualcomm Snapdragon (SDM450-F01) Octa Core Processor,4.2,251 Reviews,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,,,,,,
5000 mAh Lithium-ion Battery,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,16.51 cm (6.5 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A21s (Black, 64 GB)",15999,Exynos 850 Octa Core Processor,4.2,423 Reviews,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,,,,,,
5000 mAh Lithium-ion Battery,13MP + 5MP + 2MP | 8MP Front Camera,16.26 cm (6.4 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy M11 (Metallic Blue, 64 GB)",14598,Qualcomm Snapdragon (SDM450-F01) Octa Core Processor,4.2,251 Reviews,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,,,,,,
5000 mAh Lithium-ion Battery,13MP + 5MP + 2MP | 8MP Front Camera,16.26 cm (6.4 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy M11 (Black, 32 GB)",11970,Qualcomm Snapdragon (SDM450-F01) Octa Core Processor,4.2,444 Reviews,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,,,,,,
4000 mAh Li-polymer Battery,48MP + 13MP + 8MP | 20MP Front Camera,16.23 cm (6.39 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,"Redmi K20 Pro (Pearl White, 128 GB)",24999,Qualcomm Snapdragon 855 Processor,4.5,"8,007 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
4000 mAh Li-polymer Battery,48MP + 5MP | 13MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Redmi Note 7 Pro (Neptune Blue, 128 GB)",16984,Qualcomm Snapdragon 675 Processor,4.4,"25,217 Reviews",Splash Proof - Protected by P2i,,,,,,
4000 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"OPPO F15 (Unicorn White, 128 GB)",16990,MediaTek Helio P70 Processor,4.3,19 Reviews,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,,,,,,
4030 mAh Li-ion Battery,13MP Rear Camera | 5MP Front Camera,15.8 cm (6.22 inch) HD+ Display,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"Vivo Y91i (Fusion Black, 16 GB)",8450,MTK Helio P22 Processor,4.3,"1,698 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
4000 mAh Lithium-ion Battery,48MP + 12MP + 5MP + 5MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A51 (Prism Crush Black, 128 GB)",23999,Exynos 9611 Processor,4.4,565 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
4000 mAh Lithium Polymer Battery,48MP + 8MP + 2MP | 16MP Front Camera,16.74 cm (6.59 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Honor 9X (Midnight Black, 128 GB)",16999,Kirin 710F Processor,4.4,139 Reviews,Pop Up AI Selfie camera with Full View Display,,,,,,
6000 mAh Battery,48MP + 8MP + 5MP | 20MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy M21 (Raven Black, 128 GB)",17987, Exynos 9611-Octa Core processor Processor,4.3,11 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,,,,,
6000 mAh Battery,48MP + 8MP + 5MP | 20MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy M21 (Midnight Blue, 128 GB)",17986, Exynos 9611-Octa Core processor Processor,4.3,11 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,,,,,
5000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.8 cm (6.22 inch) Full HD+ Display,3 GB RAM | 64 GB ROM,"Redmi 8A Dual (Sky White, 64 GB)",9390,Snapdragon 439  Processor,4.2,170 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,,,,,
4000 mAh Battery,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,"Realme X2 Pro (Lunar White, 128 GB)",31999,Qualcomm Snapdragon 855 Plus Processor,4.5,"2,254 Reviews",90 Hz Ultra Smooth Display,,,,,,
4000 mAh Battery,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,"Realme X2 Pro (Neptune Blue, 128 GB)",31999,Qualcomm Snapdragon 855 Plus Processor,4.5,"2,254 Reviews",90 Hz Ultra Smooth Display,,,,,,
4200 mAh Battery,64MP + 8MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera,16.69 cm (6.57 inch) Full HD+ Display,12 GB RAM | 256 GB ROM,"Realme X3 SuperZoom (Arctic White, 256 GB)",32999,Qualcomm Snapdragon 855+ Processor,4.2,105 Reviews,120 Hz Smooth Display,,,,,,
5000 mAh Battery,13MP + 2MP | 8MP Dual Front Camera,15.8 cm (6.22 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"Redmi 8A Dual (Sea Blue, 32 GB)",7499,Snapdragon 439 octa core processor Processor,4.2,170 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,,,,,
5000 mAh Battery,13MP + 2MP | 8MP Dual Front Camera,15.8 cm (6.22 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"Redmi 8A Dual (Sky White, 32 GB)",8999,Snapdragon 439 octa core processor Processor,4.2,170 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,,,,,
5000 mAh Battery,13MP + 2MP | 8MP Dual Front Camera,15.8 cm (6.22 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"Redmi 8A Dual (Midnight Grey, 32 GB)",7990,Snapdragon 439 octa core processor Processor,4.2,170 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,,,,,
5000 mAh Battery,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,16.51 cm (6.5 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 5s (Crystal Red, 64 GB)",10999,Qualcomm Snapdragon 665 Processor,4.4,"24,323 Reviews",HD+ Mini Drop Display,,,,,,
5000 mAh Battery,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,16.51 cm (6.5 inch) HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Realme 5s (Crystal Purple, 128 GB)",11999,Qualcomm Snapdragon 665 Processor,4.4,"24,323 Reviews",HD+ Mini Drop Display,,,,,,
4000 mAh Battery,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,"Realme X2 (Pearl White, 128 GB)",19999,Qualcomm Snapdragon 730G Processor,4.5,"2,400 Reviews",30W VOOC 4.0 Fast Charger,,,,,,
4000 mAh Battery,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,4 GB RAM | 64 GB ROM,"Realme X2 (Pearl Blue, 64 GB)",17999,Qualcomm Snapdragon 730G Processor,4.5,"3,955 Reviews",30W VOOC 4.0 Fast Charger,,,,,,
4000 mAh Battery,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,"Realme X2 (Pearl White, 128 GB)",20999,Qualcomm Snapdragon 730G Processor,4.5,"4,405 Reviews",30W VOOC 4.0 Fast Charger,,,,,,
4000 mAh Battery,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,"Realme X2 (Pearl Green, 128 GB)",19999,Qualcomm Snapdragon 730G Processor,4.5,"2,400 Reviews",30W VOOC 4.0 Fast Charger,,,,,,
4000 mAh Battery,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,"Realme X2 (Pearl Blue, 128 GB)",19999,Qualcomm Snapdragon 730G Processor,4.5,"2,400 Reviews",30W VOOC 4.0 Fast Charger,,,,,,
4000 mAh Battery,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,4 GB RAM | 64 GB ROM,"Realme X2 (Pearl White, 64 GB)",17999,Qualcomm Snapdragon 730G Processor,4.5,"3,955 Reviews",30W VOOC 4.0 Fast Charger,,,,,,
5000 mAh Battery,16MP + 2MP + 8MP | 32MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Vivo Z1Pro (Sonic Black, 64 GB)",14990,Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,4.5,"34,388 Reviews",Fast Charging,,,,,,
5000 mAh Battery,16MP + 2MP + 8MP | 32MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Vivo Z1Pro (Sonic Black, 64 GB)",15990,Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,4.5,"14,660 Reviews",Fast Charging,,,,,,
5000 mAh Li-ion Polymer Battery Battery,48MP + 2MP + 2MP + QVGA Rear Camera | 16MP Front Camera,16.64 cm (6.55 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Tecno Camon 15 (SHOAL GOLD, 64 GB)",11499,Helio P22 MT6762 Processor,4.2,393 Reviews,Brand Warranty of 13 Months Available for Mobile and 1 Time Screen Replacement,,,,,,
5020 mAh Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Redmi Note 9 Pro (Aurora Blue, 128 GB)",14999,Qualcomm® Snapdragon™ 720G Processor,4.8,1 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,,,,,,
5020 mAh Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Redmi Note 9 Pro (Interstellar Black, 128 GB)",14999,Qualcomm® Snapdragon™ 720G Processor,4.8,1 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,,,,,,
4500 mAh Lithium Polymer Battery,48MP + 8MP + 2MP + 2MP | 32MP Front Camera,16.21 cm (6.38 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Vivo S1 Pro (Mystic Black, 128 GB)",19990,Qualcomm Snapdragon 665 Processor,4.4,"1,048 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
5000 mAh Battery,16MP + 2MP + 8MP | 32MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Vivo Z1Pro (Sonic Blue, 64 GB)",14990,Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,4.5,"34,388 Reviews",Fast Charging,,,,,,
3950 mAh Lithium Polymer Battery,13MP + 5MP | 13MP Front Camera,15.44 cm (6.08 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Lava Z66 (Marine Blue, 32 GB)",7777,Octa Core Processor,4.4,36 Reviews,1 Year Handset Warranty and 6 Months Warranty on Accessories,,,,,,
3950 mAh Lithium Polymer Battery,13MP + 5MP | 13MP Front Camera,15.44 cm (6.08 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Lava Z66 (Berry Red, 32 GB)",7777,Octa Core Processor,4.4,36 Reviews,1 Year Handset Warranty and 6 Months Warranty on Accessories,,,,,,
4230 mAh Battery,12MP + 2MP + 2MP | 8MP Front Camera,16.51 cm (6.5 inch) HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"OPPO A31 (Fantasy White, 128 GB)",14990,MediaTek Helio P35 ((MT6765V/CB) (4 x Cortex-A53L + 4 x Cortex-A53LL) 12 nm 64-bit Processor,4.3,219 Reviews,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,,,,,,
4000 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"OPPO F15 (Unicorn White, 128 GB)",18990,Helio P70 Processor,4.4,"1,089 Reviews",VOOC Flash Charge 3.0 with 20W Fast Charging,,,,,,
4200 mAh Battery,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,16.69 cm (6.57 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,"Realme X3 (Glacier Blue, 128 GB)",24999,Qualcomm Snapdragon 855+ Processor,4.4,101 Reviews,120 Hz Smooth Display,,,,,,
3765 mAh Battery,48MP + 5MP | 16MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,"Realme X (Garlic, 128 GB)",20999,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,4.5,"5,073 Reviews",In-display Fingerprint Sensor and Face Unlock,,,,,,
4300 mAh Battery,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,16.76 cm (6.6 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Realme 6 Pro (Lightning Orange, 128 GB)",18999,Snapdragon 720G Processor,4.4,"3,991 Reviews",90 Hz Ultra Smooth Display,,,,,,
4300 mAh Battery,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Realme 6 (Comet Blue, 128 GB)",16999,MediaTek Helio G90T Processor,4.4,"4,318 Reviews",90 Hz Ultra Smooth Display,,,,,,
5000 mAh Battery,16MP + 2MP + 8MP | 32MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Vivo Z1Pro (Sonic Blue, 64 GB)",15990,Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,4.5,"14,660 Reviews",Fast Charging,,,,,,
4500 mAh Li-polymer Battery,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Redmi Note 8 Pro (Halo White, 64 GB)",16999,MediaTek Helio G90T Processor,4.4,"5,309 Reviews","1 Year Warranty on Phone, 6 Months Warranty on Accessories",,,,,,
4500 mAh Li-polymer Battery,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Redmi Note 8 Pro (Electric Blue, 128 GB)",17499,MediaTek Helio G90T Processor,4.4,"5,309 Reviews","1 Year Warranty on Phone, 6 Months Warranty on Accessories",,,,,,
6000 mAh Lithium Polymer Battery,64MP + 13MP + 5MP | 24MP Front Camera,16.74 cm (6.59 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,"Asus ROG Phone 3 (Black, 128 GB)",49999,Qualcomm Snapdragon 865+ (SM8250) Processor,4.5,205 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
4300 mAh Battery,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Realme 6 (Comet White, 128 GB)",16999,MediaTek Helio G90T Processor,4.4,"4,318 Reviews",90 Hz Ultra Smooth Display,,,,,,
4000 mAh Battery,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,8 GB RAM | 256 GB ROM,"Realme X2 (Pearl Green, 256 GB)",22999,Qualcomm Snapdragon 730G Processor,4.5,"4,405 Reviews",30W VOOC 4.0 Fast Charger,,,,,,
3100 mAh Lithium Polymer Battery,8MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) HD+ Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Lava Z61 Pro (Amber Red, 16 GB)",5777,Unisoc Octa Core Processor,4.1,31 Reviews,1 Year Handset Warranty and 6 Months Warranty on Accessories,,,,,,
5000 mAh Lithium Polymer Battery,12MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"OPPO A52 (Stream White, 128 GB)",16990,Qualcomm Snapdragon 665 (SM6125) Processor,4.3,157 Reviews,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,,,,,,
5020 mAh Battery,64MP + 8MP + 5MP + 2MP | 32MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Redmi Note 9 Pro Max (Glacier White, 128 GB)",16999,Qualcomm Snapdragon 720G Processor,4.3,23 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,,,,,,
5000 mAh Li-ion Battery,16MP + 8MP + 2MP | 16MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Vivo Y19 (Spring White, 128 GB)",14990,Helio P65 Processor,4.4,398 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for In-box Accessories,,,,,,
4000 mAh Battery,48MP + 8MP | 13MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,3 GB RAM | 32 GB ROM,"Redmi Note 8 (Neptune Blue, 32 GB)",10978,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.4,17 Reviews,,,,,,,
5020 mAh Battery,48MP Rear Camera,16.59 cm (6.53 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Redmi Note 9 (Arctic White, 64 GB)",14498,MediaTek Helio G85 Processor,4.4,35 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,,,,,
4000 mAh Li-polymer Battery,12MP + 5MP | 20MP + 2MP Dual Front Camera,15.9 cm (6.26 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Redmi Note 6 Pro (Blue, 64 GB)",11999,Qualcomm Snapdragon 636 Processor,4.5,"10,831 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
4000 mAh Battery,48MP + 8MP | 13MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,"Redmi Note 8 (Neptune Blue, 128 GB)",13261,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.4,942 Reviews,,,,,,,
3765 mAh Battery,48MP + 5MP | 16MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,"Realme X (Super Polar White, 128 GB)",21999,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,4.5,"5,073 Reviews",In-display Fingerprint Sensor and Face Unlock,,,,,,
4300 mAh Battery,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,16.76 cm (6.6 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Realme 6 Pro (Lightning Orange, 128 GB)",19999,Snapdragon 720G Processor,4.4,"2,036 Reviews",90 Hz Ultra Smooth Display,,,,,,
4500 mAh Li-polymer Battery,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Redmi Note 8 Pro (Gamma Green, 128 GB)",18999,MediaTek Helio G90T Processor,4.4,704 Reviews,"1 Year Warranty on Phone, 6 Months Warranty on Accessories",,,,,,
3800 mAh Battery,48 MP + 12 MP + 16 MP | 16MP Front Camera,16.64 cm (6.55 inch) Display,8 GB RAM | 128 GB ROM,"OnePlus 7T (Frosted Silver, 128 GB)",34834,Qualcomm® Snapdragon™ 855 Plus Processor,4.6,721 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,,,,,
3800 mAh Battery,48 MP + 12 MP + 16 MP | 16MP Front Camera,16.64 cm (6.55 inch) Display,8 GB RAM | 256 GB ROM,"OnePlus 7T (Frosted Silver, 256 GB)",37100,Qualcomm® Snapdragon™ 855 Plus Processor,4.6,721 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,,,,,
4000 mAh Battery,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,12 GB RAM | 256 GB ROM,"Realme X2 Pro (Concrete, 256 GB)",36999,Qualcomm Snapdragon 855 Plus Processor,4.6,955 Reviews,90 Hz Ultra Smooth Display,,,,,,
4000 mAh Battery,48MP Rear Camera | 13MP Front Camera,16.0 cm (6.3 inch) Display,6 GB RAM | 128 GB ROM,"Redmi Note 8 (Cosmic Purple, 128 GB)",13499,1 year,4.4,942 Reviews,,,,,,,
4200 mAh Battery,64MP + 8MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera,16.69 cm (6.57 inch) Full HD+ Display,12 GB RAM | 256 GB ROM,"Realme X3 SuperZoom (Glacier Blue, 256 GB)",32999,Qualcomm Snapdragon 855+ Processor,4.2,105 Reviews,120 Hz Smooth Display,,,,,,
4030 mAh Battery,13MP Rear Camera | 5MP Front Camera,15.8 cm (6.22 inch) HD+ Display,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Vivo Y91i (fusion black, 32 GB)",8290,MTK Helio P22 Processor,4.3,"1,698 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
4000 mAh Li-ion Polymer Battery Battery,48MP + 2MP + 5MP + QVGA Rear Camera | 32MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Tecno Camon 15 Pro (Ice Jadite, 128 GB)",14999,Helio P35 MT6765 Processor,4.1,39 Reviews,Brand Warranty of 13 Months Available for Mobile and 1 Time Screen Replacement,,,,,,
4440 mAh Li-ion Battery,48MP + 13MP + 13MP + 2MP | 16MP Front Camera,16.36 cm (6.44 inch) Full HD+ Display,8 GB RAM | 256 GB ROM,"iQOO 3 (Tornado Black, 256 GB)",37990,Qualcomm Snapdragon 865 Processor,4.5,"1,169 Reviews","In-Display Fingerprint Sensor, Monster Touch Buttons",,,,,,
4200 mAh Lithium-ion Battery,48MP + 13MP + 8MP + 5MP | 32MP Front Camera,16.66 cm (6.56 inch) Full HD+ E3 Super AMOLED Display,8 GB RAM | 256 GB ROM,"Vivo X50 (Frost Blue, 256 GB)",37990,Qualcomm Snapdragon 730 Processor,4.4,24 Reviews,33W Vivo FlashCharge 2.0,,,,,,
3000 mAh Battery,8MP Rear Camera | 5MP Front Camera,13.46 cm (5.3 inch) Full HD+ Display,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"Samsung M01 core (Black, 32 GB)",7844,MediaTek | MT6739WW quad core  Processor,4.1,5 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,,,,,
4000 mAh Lithium-ion Battery,48MP + 12MP + 5MP + 5MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A51 (Prism Crush Blue, 128 GB)",23999,Exynos 9611 Processor,4.4,565 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
4000 mAh Battery,48MP + 8MP | 13MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,"Redmi Note 8 (Moonlight White, 128 GB)",13159,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.4,942 Reviews,,,,,,,
4000 mAh Battery,48MP + 8MP | 13MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4 GB RAM | 64 GB ROM,"Redmi Note 8 (Moonlight White, 64 GB)",11199,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.4,"1,243 Reviews",,,,,,,
4500 mAh Lithium Polymer Battery,16MP + 8MP + 2MP | 32MP Front Camera,16.21 cm (6.38 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Vivo S1 (Skyline Blue, 128 GB)",19990,Helio P65 (MT6768) Processor,4.4,176 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
